booking_id,date,time,city,pickup_location,drop_location,vehicle_type,ride_distance,booking_value,driver_rating,customer_rating,payment_method,wait_time,booking_status,cancelled_by_customer,cancelled_by_driver,customer_cancel_reason,driver_cancel_reason,booking_datetime,is_cancelled,is_completed,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km
14870,2024-07-25,12:20:00,Hyderabad,Tech Park,Residential,Mini,12.37,294.87,4.24,4.9,Cash,15.45,Cancelled,1,0,Driver asked to cancel,Driver not moving,2024-07-25 12:20:00,1,0,12,3,0,0,23.837510105092967
14871,2024-07-25,12:40:00,Pune,University,Residential,Mini,5.71,139.59,4.71,4.05,Cash,4.73,Completed,0,0,,,2024-07-25 12:40:00,0,1,12,3,0,0,24.446584938704028
14872,2024-07-25,13:00:00,Hyderabad,University,Mall,Prime Sedan,8.91,173.23,4.87,3.97,Cash,2.63,Completed,0,0,,,2024-07-25 13:00:00,0,1,13,3,0,0,19.44219977553311
14873,2024-07-25,13:20:00,Pune,Hospital,University,Bike,0.8,57.78,4.27,3.95,Wallet,1.59,Completed,0,0,,,2024-07-25 13:20:00,0,1,13,3,0,0,72.225
14874,2024-07-25,13:40:00,Hyderabad,Market,University,Prime Sedan,6.49,149.93,4.14,3.94,UPI,10.28,Completed,0,0,,,2024-07-25 13:40:00,0,1,13,3,0,0,23.10169491525424
14875,2024-07-25,14:00:00,Mumbai,Tech Park,University,Auto,12.71,260.97,4.19,3.96,Wallet,5.77,Completed,0,0,,,2024-07-25 14:00:00,0,1,14,3,0,0,20.532651455546816
14876,2024-07-25,14:20:00,Hyderabad,Mall,Airport,Auto,7.26,154.5,4.52,4.0,UPI,5.01,Cancelled,0,0,Driver asked to cancel,High fare,2024-07-25 14:20:00,1,0,14,3,0,0,21.280991735537192
14877,2024-07-25,14:40:00,Hyderabad,Mall,Airport,Mini,2.89,93.55,3.96,4.61,UPI,10.38,Cancelled,0,1,Customer changed plans,Customer changed plans,2024-07-25 14:40:00,1,0,14,3,0,0,32.37024221453287
14878,2024-07-25,15:00:00,Pune,Residential,Market,Mini,8.48,199.08,4.55,4.11,UPI,17.89,Cancelled,0,1,High fare,Driver asked to cancel,2024-07-25 15:00:00,1,0,15,3,0,0,23.47641509433962
14879,2024-07-25,15:20:00,Pune,University,Railway Station,Mini,5.91,171.8,4.41,4.73,Card,22.04,Cancelled,0,1,High fare,Driver asked to cancel,2024-07-25 15:20:00,1,0,15,3,0,0,29.069373942470392
14880,2024-07-25,15:40:00,Bengaluru,Mall,Tech Park,Prime Sedan,9.16,198.85,4.49,4.71,Wallet,5.76,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-07-25 15:40:00,1,0,15,3,0,0,21.708515283842793
14881,2024-07-25,16:00:00,Mumbai,Railway Station,Mall,Auto,3.82,121.34,4.36,3.33,UPI,1.83,Cancelled,0,1,Driver asked to cancel,High fare,2024-07-25 16:00:00,1,0,16,3,0,0,31.764397905759164
14882,2024-07-25,16:20:00,Chennai,Residential,Market,Auto,6.25,164.79,4.6,4.48,UPI,4.89,Completed,0,0,,,2024-07-25 16:20:00,0,1,16,3,0,0,26.3664
14883,2024-07-25,16:40:00,Bengaluru,Market,Railway Station,Prime Sedan,2.76,94.03,4.04,3.81,UPI,11.43,Completed,0,0,,,2024-07-25 16:40:00,0,1,16,3,0,0,34.06884057971015
14884,2024-07-25,17:00:00,Hyderabad,Airport,Railway Station,Mini,4.75,128.88,3.43,4.77,Cash,14.57,Cancelled,0,0,High fare,Long wait time,2024-07-25 17:00:00,1,0,17,3,0,1,27.132631578947368
14885,2024-07-25,17:20:00,Mumbai,Railway Station,Mall,SUV,8.0,174.51,4.59,4.03,Wallet,17.63,Cancelled,0,0,Long wait time,Driver not moving,2024-07-25 17:20:00,1,0,17,3,0,1,21.81375
14886,2024-07-25,17:40:00,Chennai,Hospital,University,Prime Sedan,1.4,73.17,3.9,4.04,Cash,9.2,Cancelled,0,0,High fare,Driver not moving,2024-07-25 17:40:00,1,0,17,3,0,1,52.26428571428572
14887,2024-07-25,18:00:00,Mumbai,Railway Station,Hospital,Prime Sedan,6.48,166.58,4.43,4.23,Cash,1.7,Completed,0,0,,,2024-07-25 18:00:00,0,1,18,3,0,1,25.70679012345679
14888,2024-07-25,18:20:00,Hyderabad,Residential,Railway Station,Prime Sedan,2.29,124.03,3.97,4.52,UPI,9.62,Completed,0,0,,,2024-07-25 18:20:00,0,1,18,3,0,1,54.161572052401745
14889,2024-07-25,18:40:00,Delhi,University,Railway Station,Prime Sedan,5.6,178.05,4.67,3.65,Wallet,6.05,Cancelled,0,0,Customer changed plans,Driver not moving,2024-07-25 18:40:00,1,0,18,3,0,1,31.79464285714286
14890,2024-07-25,19:00:00,Mumbai,Residential,Tech Park,Prime Sedan,1.99,112.22,4.1,4.35,Wallet,3.06,Completed,0,0,,,2024-07-25 19:00:00,0,1,19,3,0,1,56.391959798994975
14891,2024-07-25,19:20:00,Delhi,Residential,Hospital,Bike,24.26,572.28,4.1,4.8,Wallet,5.43,Cancelled,1,1,Customer changed plans,Driver not moving,2024-07-25 19:20:00,1,0,19,3,0,1,23.58944765045342
14892,2024-07-25,19:40:00,Mumbai,Hospital,Railway Station,Bike,12.67,306.77,4.63,4.34,Wallet,9.61,Cancelled,1,0,Long wait time,Driver asked to cancel,2024-07-25 19:40:00,1,0,19,3,0,1,24.212312549329123
14893,2024-07-25,20:00:00,Delhi,Airport,Airport,Auto,5.89,174.34,4.56,4.28,Wallet,5.28,Cancelled,1,0,Driver not moving,Driver not moving,2024-07-25 20:00:00,1,0,20,3,0,1,29.599320882852293
14894,2024-07-25,20:20:00,Chennai,Mall,Market,Prime Sedan,17.5,363.27,4.6,3.83,Cash,1.0,Cancelled,0,1,High fare,Customer changed plans,2024-07-25 20:20:00,1,0,20,3,0,1,20.758285714285712
14895,2024-07-25,20:40:00,Pune,Market,Residential,Bike,3.93,150.73,4.0,4.32,Cash,4.64,Cancelled,0,1,High fare,Driver asked to cancel,2024-07-25 20:40:00,1,0,20,3,0,1,38.353689567430024
14896,2024-07-25,21:00:00,Hyderabad,Airport,Tech Park,Auto,15.03,329.45,3.98,4.53,UPI,14.56,Cancelled,0,1,Customer changed plans,Long wait time,2024-07-25 21:00:00,1,0,21,3,0,1,21.919494344644047
14897,2024-07-25,21:20:00,Pune,Hospital,Railway Station,Auto,9.3,262.5,4.58,4.32,Wallet,2.69,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel,2024-07-25 21:20:00,1,0,21,3,0,1,28.2258064516129
14898,2024-07-25,21:40:00,Mumbai,University,Airport,Mini,4.07,169.86,4.25,4.33,Card,5.35,Completed,0,0,,,2024-07-25 21:40:00,0,1,21,3,0,1,41.73464373464373
14899,2024-07-25,22:00:00,Mumbai,Mall,Residential,Prime Sedan,10.56,252.74,3.93,4.56,UPI,1.0,Cancelled,0,0,Driver not moving,High fare,2024-07-25 22:00:00,1,0,22,3,0,0,23.93371212121212
14900,2024-07-25,22:20:00,Bengaluru,Residential,Railway Station,Prime Sedan,13.08,293.93,4.4,4.33,UPI,6.35,Cancelled,1,1,High fare,Customer changed plans,2024-07-25 22:20:00,1,0,22,3,0,0,22.4717125382263
14901,2024-07-25,22:40:00,Pune,Mall,Tech Park,Bike,6.66,137.12,5.0,3.95,Cash,3.9,Completed,0,0,,,2024-07-25 22:40:00,0,1,22,3,0,0,20.58858858858859
14902,2024-07-25,23:00:00,Hyderabad,Hospital,Railway Station,Auto,12.04,280.39,4.21,4.4,Cash,17.69,Completed,0,0,,,2024-07-25 23:00:00,0,1,23,3,0,0,23.288205980066447
14903,2024-07-25,23:20:00,Hyderabad,Hospital,Railway Station,Mini,11.32,185.14,4.06,3.87,Card,6.71,Cancelled,1,0,Customer changed plans,High fare,2024-07-25 23:20:00,1,0,23,3,0,0,16.35512367491166
14904,2024-07-25,23:40:00,Mumbai,Hospital,Residential,Mini,8.58,174.65,4.16,4.35,Cash,1.0,Completed,0,0,,,2024-07-25 23:40:00,0,1,23,3,0,0,20.355477855477854
14905,2024-07-26,00:00:00,Bengaluru,Railway Station,Mall,Mini,1.98,82.8,4.08,3.92,Cash,1.27,Completed,0,0,,,2024-07-26 00:00:00,0,1,0,4,0,0,41.81818181818182
14906,2024-07-26,00:20:00,Delhi,Residential,Railway Station,SUV,8.33,141.52,4.71,5.0,Card,11.71,Completed,0,0,,,2024-07-26 00:20:00,0,1,0,4,0,0,16.989195678271308
14907,2024-07-26,00:40:00,Chennai,Market,Mall,Mini,0.8,60.35,4.95,4.88,Card,11.57,Completed,0,0,,,2024-07-26 00:40:00,0,1,0,4,0,0,75.4375
14908,2024-07-26,01:00:00,Chennai,Residential,Market,Prime Sedan,6.52,155.12,4.53,4.66,UPI,6.88,Completed,0,0,,,2024-07-26 01:00:00,0,1,1,4,0,0,23.791411042944787
14909,2024-07-26,01:20:00,Bengaluru,Airport,Residential,SUV,10.06,211.63,4.47,4.41,Cash,1.0,Cancelled,1,1,High fare,Long wait time,2024-07-26 01:20:00,1,0,1,4,0,0,21.036779324055665
14910,2024-07-26,01:40:00,Bengaluru,Mall,Airport,Mini,2.98,87.92,4.35,4.26,Wallet,7.73,Completed,0,0,,,2024-07-26 01:40:00,0,1,1,4,0,0,29.503355704697988
14911,2024-07-26,02:00:00,Hyderabad,University,Hospital,Auto,12.28,168.51,5.0,3.53,UPI,6.34,Cancelled,1,0,High fare,Driver asked to cancel,2024-07-26 02:00:00,1,0,2,4,0,0,13.722312703583063
14912,2024-07-26,02:20:00,Delhi,Airport,Tech Park,Bike,4.56,119.71,4.7,4.44,Cash,3.57,Completed,0,0,,,2024-07-26 02:20:00,0,1,2,4,0,0,26.25219298245614
14913,2024-07-26,02:40:00,Bengaluru,Tech Park,Mall,Mini,3.05,102.03,4.93,3.81,UPI,19.59,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-07-26 02:40:00,1,0,2,4,0,0,33.45245901639345
14914,2024-07-26,03:00:00,Delhi,Railway Station,Tech Park,Auto,11.07,281.84,3.84,4.03,Cash,12.09,Cancelled,0,0,High fare,Customer changed plans,2024-07-26 03:00:00,1,0,3,4,0,0,25.45980126467931
14915,2024-07-26,03:20:00,Delhi,Railway Station,Airport,Auto,17.8,385.45,4.86,3.74,UPI,1.0,Cancelled,1,1,Customer changed plans,Driver asked to cancel,2024-07-26 03:20:00,1,0,3,4,0,0,21.65449438202247
14916,2024-07-26,03:40:00,Chennai,Residential,Airport,SUV,7.64,214.49,4.59,3.27,UPI,4.76,Completed,0,0,,,2024-07-26 03:40:00,0,1,3,4,0,0,28.074607329842934
14917,2024-07-26,04:00:00,Mumbai,Residential,Railway Station,Mini,16.95,320.0,4.8,3.86,UPI,3.54,Cancelled,1,0,Driver asked to cancel,Driver not moving,2024-07-26 04:00:00,1,0,4,4,0,0,18.87905604719764
14918,2024-07-26,04:20:00,Chennai,Hospital,Mall,Prime Sedan,4.08,102.85,4.95,4.29,Wallet,6.43,Completed,0,0,,,2024-07-26 04:20:00,0,1,4,4,0,0,25.208333333333332
14919,2024-07-26,04:40:00,Bengaluru,Market,Market,Bike,3.43,108.36,4.06,3.06,Wallet,1.0,Completed,0,0,,,2024-07-26 04:40:00,0,1,4,4,0,0,31.591836734693874
14920,2024-07-26,05:00:00,Mumbai,Mall,Railway Station,Auto,14.31,357.4,4.47,4.26,Card,4.9,Cancelled,0,1,Driver not moving,Driver asked to cancel,2024-07-26 05:00:00,1,0,5,4,0,0,24.975541579315163
14921,2024-07-26,05:20:00,Chennai,Airport,Hospital,Auto,10.11,222.54,3.98,5.0,UPI,3.48,Cancelled,1,0,High fare,High fare,2024-07-26 05:20:00,1,0,5,4,0,0,22.01186943620178
14922,2024-07-26,05:40:00,Pune,Hospital,Railway Station,Auto,2.19,73.42,4.89,4.04,Cash,9.88,Completed,0,0,,,2024-07-26 05:40:00,0,1,5,4,0,0,33.525114155251146
14923,2024-07-26,06:00:00,Hyderabad,Residential,Hospital,Mini,18.86,333.91,4.04,4.62,Cash,8.76,Cancelled,1,1,Driver asked to cancel,Long wait time,2024-07-26 06:00:00,1,0,6,4,0,0,17.704665959703078
14924,2024-07-26,06:20:00,Pune,Mall,Airport,Auto,6.53,162.05,3.75,3.89,UPI,11.38,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel,2024-07-26 06:20:00,1,0,6,4,0,0,24.81623277182236
14925,2024-07-26,06:40:00,Mumbai,Railway Station,Airport,Bike,6.96,172.66,3.99,5.0,Wallet,4.97,Completed,0,0,,,2024-07-26 06:40:00,0,1,6,4,0,0,24.807471264367816
14926,2024-07-26,07:00:00,Delhi,Market,University,Mini,20.59,383.98,4.13,4.4,Card,11.99,Completed,0,0,,,2024-07-26 07:00:00,0,1,7,4,0,0,18.64885866925692
14927,2024-07-26,07:20:00,Pune,Market,Airport,Mini,17.27,311.95,4.05,4.21,Cash,4.72,Cancelled,1,1,Long wait time,Driver asked to cancel,2024-07-26 07:20:00,1,0,7,4,0,0,18.063115228720324
14928,2024-07-26,07:40:00,Mumbai,Market,Railway Station,Mini,16.39,282.99,4.4,3.83,Card,2.2,Cancelled,1,0,High fare,Long wait time,2024-07-26 07:40:00,1,0,7,4,0,0,17.2660158633313
14929,2024-07-26,08:00:00,Hyderabad,Airport,Airport,Auto,4.09,139.52,4.65,4.15,Wallet,1.12,Completed,0,0,,,2024-07-26 08:00:00,0,1,8,4,0,1,34.11246943765281
14930,2024-07-26,08:20:00,Bengaluru,Residential,Residential,Bike,8.56,224.71,3.89,4.16,Wallet,2.19,Cancelled,1,1,Driver not moving,Long wait time,2024-07-26 08:20:00,1,0,8,4,0,1,26.251168224299064
14931,2024-07-26,08:40:00,Bengaluru,Mall,Mall,SUV,9.75,251.53,4.79,4.11,Card,8.09,Cancelled,1,0,Long wait time,High fare,2024-07-26 08:40:00,1,0,8,4,0,1,25.797948717948717
14932,2024-07-26,09:00:00,Delhi,Mall,Market,Mini,3.19,129.73,4.47,3.59,Card,3.31,Completed,0,0,,,2024-07-26 09:00:00,0,1,9,4,0,1,40.66771159874608
14933,2024-07-26,09:20:00,Bengaluru,Tech Park,Hospital,Auto,2.26,124.42,4.77,3.88,Cash,3.67,Completed,0,0,,,2024-07-26 09:20:00,0,1,9,4,0,1,55.05309734513275
14934,2024-07-26,09:40:00,Bengaluru,Hospital,Railway Station,Mini,6.21,172.55,4.43,4.63,Wallet,1.86,Completed,0,0,,,2024-07-26 09:40:00,0,1,9,4,0,1,27.78582930756844
14935,2024-07-26,10:00:00,Mumbai,Residential,Hospital,SUV,12.19,259.38,4.74,3.89,Card,1.0,Completed,0,0,,,2024-07-26 10:00:00,0,1,10,4,0,1,21.278096800656275
14936,2024-07-26,10:20:00,Chennai,Market,Hospital,Bike,0.8,85.94,3.95,5.0,Cash,12.05,Completed,0,0,,,2024-07-26 10:20:00,0,1,10,4,0,1,107.425
14937,2024-07-26,10:40:00,Mumbai,Railway Station,University,Bike,7.37,226.68,4.38,5.0,Card,11.56,Cancelled,0,0,Customer changed plans,Customer changed plans,2024-07-26 10:40:00,1,0,10,4,0,1,30.757123473541384
14938,2024-07-26,11:00:00,Chennai,Mall,Residential,Mini,2.54,100.25,4.1,3.76,UPI,1.0,Completed,0,0,,,2024-07-26 11:00:00,0,1,11,4,0,0,39.468503937007874
14939,2024-07-26,11:20:00,Delhi,Residential,Railway Station,Auto,12.97,227.78,4.58,3.75,UPI,13.16,Completed,0,0,,,2024-07-26 11:20:00,0,1,11,4,0,0,17.56206630686199
14940,2024-07-26,11:40:00,Pune,University,Railway Station,Auto,8.82,218.99,4.55,3.27,UPI,8.06,Completed,0,0,,,2024-07-26 11:40:00,0,1,11,4,0,0,24.828798185941043
14941,2024-07-26,12:00:00,Bengaluru,Hospital,Railway Station,Bike,2.5,80.63,4.65,5.0,UPI,5.1,Completed,0,0,,,2024-07-26 12:00:00,0,1,12,4,0,0,32.251999999999995
14942,2024-07-26,12:20:00,Delhi,Hospital,Tech Park,Prime Sedan,13.15,310.76,4.59,4.2,Wallet,7.58,Cancelled,1,0,Customer changed plans,High fare,2024-07-26 12:20:00,1,0,12,4,0,0,23.631939163498096
14943,2024-07-26,12:40:00,Delhi,Hospital,Hospital,Auto,8.77,192.86,4.64,4.13,Wallet,10.52,Cancelled,1,0,High fare,Driver asked to cancel,2024-07-26 12:40:00,1,0,12,4,0,0,21.9908779931585
14944,2024-07-26,13:00:00,Pune,Residential,Airport,Bike,5.84,122.67,4.44,4.22,UPI,7.68,Completed,0,0,,,2024-07-26 13:00:00,0,1,13,4,0,0,21.00513698630137
14945,2024-07-26,13:20:00,Mumbai,Railway Station,Hospital,Auto,24.46,553.57,4.2,4.48,UPI,2.83,Cancelled,0,0,Customer changed plans,Customer changed plans,2024-07-26 13:20:00,1,0,13,4,0,0,22.63164349959117
14946,2024-07-26,13:40:00,Delhi,Residential,Mall,Auto,6.31,140.1,4.74,3.46,Cash,1.0,Completed,0,0,,,2024-07-26 13:40:00,0,1,13,4,0,0,22.20285261489699
14947,2024-07-26,14:00:00,Hyderabad,Tech Park,Airport,Auto,4.6,113.35,4.08,4.51,Cash,6.24,Cancelled,0,0,Customer changed plans,Driver not moving,2024-07-26 14:00:00,1,0,14,4,0,0,24.641304347826086
14948,2024-07-26,14:20:00,Mumbai,Residential,Airport,Bike,10.59,234.27,4.2,4.82,Wallet,8.6,Completed,0,0,,,2024-07-26 14:20:00,0,1,14,4,0,0,22.121813031161473
14949,2024-07-26,14:40:00,Hyderabad,Residential,Market,Prime Sedan,19.55,341.83,4.6,4.36,Cash,3.66,Cancelled,0,0,Driver not moving,Driver not moving,2024-07-26 14:40:00,1,0,14,4,0,0,17.4849104859335
14950,2024-07-26,15:00:00,Hyderabad,University,Mall,SUV,0.8,58.0,4.31,4.35,Wallet,4.72,Completed,0,0,,,2024-07-26 15:00:00,0,1,15,4,0,0,72.5
14951,2024-07-26,15:20:00,Pune,University,Railway Station,Auto,14.92,285.1,4.23,3.78,Card,5.13,Cancelled,1,1,High fare,High fare,2024-07-26 15:20:00,1,0,15,4,0,0,19.108579088471853
14952,2024-07-26,15:40:00,Bengaluru,Railway Station,Tech Park,Mini,10.92,273.49,4.82,4.86,Wallet,2.54,Completed,0,0,,,2024-07-26 15:40:00,0,1,15,4,0,0,25.044871794871796
14953,2024-07-26,16:00:00,Hyderabad,Hospital,Market,Mini,17.56,252.0,3.42,4.44,Wallet,4.45,Cancelled,0,0,Driver not moving,Driver asked to cancel,2024-07-26 16:00:00,1,0,16,4,0,0,14.350797266514807
14954,2024-07-26,16:20:00,Chennai,Tech Park,Residential,SUV,15.57,261.11,4.66,3.86,Cash,9.0,Cancelled,1,0,Driver not moving,Long wait time,2024-07-26 16:20:00,1,0,16,4,0,0,16.770070648683365
14955,2024-07-26,16:40:00,Delhi,Market,Railway Station,Auto,9.5,218.82,3.61,4.45,Cash,6.92,Completed,0,0,,,2024-07-26 16:40:00,0,1,16,4,0,0,23.033684210526314
14956,2024-07-26,17:00:00,Hyderabad,University,Airport,Bike,10.74,247.06,4.34,4.77,Cash,2.3,Completed,0,0,,,2024-07-26 17:00:00,0,1,17,4,0,1,23.00372439478585
14957,2024-07-26,17:20:00,Delhi,Tech Park,Mall,Bike,7.67,177.76,4.68,3.61,Card,10.01,Cancelled,1,0,Driver asked to cancel,Customer changed plans,2024-07-26 17:20:00,1,0,17,4,0,1,23.176010430247718
14958,2024-07-26,17:40:00,Bengaluru,Market,Railway Station,Bike,18.05,262.63,4.54,4.82,Wallet,13.28,Completed,0,0,,,2024-07-26 17:40:00,0,1,17,4,0,1,14.550138504155123
14959,2024-07-26,18:00:00,Mumbai,Airport,Airport,Prime Sedan,4.01,153.78,4.12,4.25,Cash,1.3,Cancelled,1,1,High fare,Customer changed plans,2024-07-26 18:00:00,1,0,18,4,0,1,38.34912718204489
14960,2024-07-26,18:20:00,Hyderabad,Residential,Residential,Auto,7.6,186.24,4.51,4.39,Card,2.65,Cancelled,0,1,Customer changed plans,Customer changed plans,2024-07-26 18:20:00,1,0,18,4,0,1,24.50526315789474
14961,2024-07-26,18:40:00,Bengaluru,Market,Tech Park,Bike,12.22,356.02,4.08,3.84,Card,1.94,Completed,0,0,,,2024-07-26 18:40:00,0,1,18,4,0,1,29.1342062193126
14962,2024-07-26,19:00:00,Pune,Tech Park,Market,Mini,13.17,319.45,3.89,3.31,UPI,4.81,Cancelled,1,0,High fare,Customer changed plans,2024-07-26 19:00:00,1,0,19,4,0,1,24.255884586180713
14963,2024-07-26,19:20:00,Bengaluru,Airport,Hospital,Prime Sedan,13.2,285.48,4.02,4.42,Cash,8.66,Cancelled,0,1,Customer changed plans,Driver asked to cancel,2024-07-26 19:20:00,1,0,19,4,0,1,21.62727272727273
14964,2024-07-26,19:40:00,Hyderabad,Mall,University,Auto,10.13,307.99,4.02,3.75,Wallet,3.73,Cancelled,0,0,Driver not moving,Customer changed plans,2024-07-26 19:40:00,1,0,19,4,0,1,30.403751233958538
14965,2024-07-26,20:00:00,Delhi,Hospital,Mall,Mini,13.26,379.79,4.58,3.51,Card,9.37,Completed,0,0,,,2024-07-26 20:00:00,0,1,20,4,0,1,28.641779788838615
14966,2024-07-26,20:20:00,Delhi,Hospital,University,Bike,10.7,285.47,5.0,3.77,UPI,5.67,Completed,0,0,,,2024-07-26 20:20:00,0,1,20,4,0,1,26.679439252336454
14967,2024-07-26,20:40:00,Bengaluru,Railway Station,Railway Station,Auto,20.68,498.66,4.48,4.65,Card,4.51,Completed,0,0,,,2024-07-26 20:40:00,0,1,20,4,0,1,24.11315280464217
14968,2024-07-26,21:00:00,Mumbai,University,University,Mini,3.89,148.66,4.17,4.76,Card,3.87,Completed,0,0,,,2024-07-26 21:00:00,0,1,21,4,0,1,38.2159383033419
14969,2024-07-26,21:20:00,Chennai,Hospital,Mall,Bike,13.23,333.1,3.9,4.89,Card,8.56,Cancelled,0,1,Long wait time,Driver not moving,2024-07-26 21:20:00,1,0,21,4,0,1,25.177626606198036
14970,2024-07-26,21:40:00,Mumbai,Tech Park,Tech Park,SUV,6.81,184.44,4.11,4.81,UPI,2.37,Cancelled,1,0,Driver not moving,Driver not moving,2024-07-26 21:40:00,1,0,21,4,0,1,27.083700440528634
14971,2024-07-26,22:00:00,Mumbai,University,Tech Park,Mini,8.07,206.44,3.95,3.89,Cash,2.88,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-07-26 22:00:00,1,0,22,4,0,0,25.581164807930605
14972,2024-07-26,22:20:00,Mumbai,Mall,Hospital,Auto,21.68,435.49,3.98,3.76,UPI,5.89,Cancelled,0,1,High fare,High fare,2024-07-26 22:20:00,1,0,22,4,0,0,20.08717712177122
14973,2024-07-26,22:40:00,Bengaluru,University,University,Prime Sedan,21.49,494.13,4.12,4.55,Card,4.78,Cancelled,1,1,Driver not moving,Driver not moving,2024-07-26 22:40:00,1,0,22,4,0,0,22.993485342019547
14974,2024-07-26,23:00:00,Delhi,Tech Park,Airport,Bike,18.05,376.3,4.3,4.47,Cash,2.02,Cancelled,1,1,High fare,Driver asked to cancel,2024-07-26 23:00:00,1,0,23,4,0,0,20.84764542936288
14975,2024-07-26,23:20:00,Chennai,Mall,Tech Park,Auto,5.09,137.14,4.02,4.63,Cash,4.33,Completed,0,0,,,2024-07-26 23:20:00,0,1,23,4,0,0,26.94302554027505
14976,2024-07-26,23:40:00,Chennai,Residential,Mall,Auto,4.69,112.73,4.76,4.58,Card,2.7,Completed,0,0,,,2024-07-26 23:40:00,0,1,23,4,0,0,24.036247334754798
14977,2024-07-27,00:00:00,Pune,Hospital,Railway Station,Mini,2.49,75.76,4.79,4.27,UPI,7.2,Completed,0,0,,,2024-07-27 00:00:00,0,1,0,5,1,0,30.425702811244978
14978,2024-07-27,00:20:00,Hyderabad,University,Railway Station,Prime Sedan,19.07,307.73,4.31,4.74,Cash,3.23,Completed,0,0,,,2024-07-27 00:20:00,0,1,0,5,1,0,16.136864184583114
14979,2024-07-27,00:40:00,Chennai,Residential,Airport,Bike,3.28,73.4,3.66,4.31,Card,2.39,Completed,0,0,,,2024-07-27 00:40:00,0,1,0,5,1,0,22.37804878048781
14980,2024-07-27,01:00:00,Delhi,Market,Residential,Bike,5.93,144.72,4.46,4.82,UPI,3.27,Completed,0,0,,,2024-07-27 01:00:00,0,1,1,5,1,0,24.404721753794266
14981,2024-07-27,01:20:00,Pune,Airport,Hospital,Auto,5.1,133.84,4.61,3.9,Cash,1.0,Completed,0,0,,,2024-07-27 01:20:00,0,1,1,5,1,0,26.243137254901963
14982,2024-07-27,01:40:00,Bengaluru,Residential,Airport,Bike,4.62,107.62,4.0,3.53,Card,1.92,Completed,0,0,,,2024-07-27 01:40:00,0,1,1,5,1,0,23.294372294372295
14983,2024-07-27,02:00:00,Bengaluru,Railway Station,Mall,Prime Sedan,1.36,74.19,3.87,4.17,Wallet,9.61,Cancelled,0,0,High fare,High fare,2024-07-27 02:00:00,1,0,2,5,1,0,54.55147058823529
14984,2024-07-27,02:20:00,Mumbai,Tech Park,Residential,Auto,5.53,156.83,4.91,4.18,Card,1.67,Completed,0,0,,,2024-07-27 02:20:00,0,1,2,5,1,0,28.35985533453888
14985,2024-07-27,02:40:00,Pune,University,Tech Park,Mini,8.55,193.78,4.08,4.06,Card,4.8,Cancelled,0,0,Driver not moving,Customer changed plans,2024-07-27 02:40:00,1,0,2,5,1,0,22.664327485380117
14986,2024-07-27,03:00:00,Bengaluru,Airport,Hospital,Auto,2.83,98.43,4.14,3.71,Card,5.26,Completed,0,0,,,2024-07-27 03:00:00,0,1,3,5,1,0,34.78091872791519
14987,2024-07-27,03:20:00,Mumbai,Airport,Airport,Auto,4.12,113.19,4.04,4.15,Wallet,10.55,Cancelled,1,0,Customer changed plans,High fare,2024-07-27 03:20:00,1,0,3,5,1,0,27.473300970873787
14988,2024-07-27,03:40:00,Chennai,Market,Railway Station,Prime Sedan,17.31,382.27,4.09,3.81,Cash,3.71,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-07-27 03:40:00,1,0,3,5,1,0,22.083766608896592
14989,2024-07-27,04:00:00,Chennai,Market,Hospital,Bike,3.55,102.08,4.16,3.84,Wallet,6.54,Completed,0,0,,,2024-07-27 04:00:00,0,1,4,5,1,0,28.75492957746479
14990,2024-07-27,04:20:00,Delhi,Market,Residential,Bike,7.03,181.57,4.3,3.89,UPI,10.13,Cancelled,0,1,Customer changed plans,High fare,2024-07-27 04:20:00,1,0,4,5,1,0,25.827880512091035
14991,2024-07-27,04:40:00,Pune,University,Mall,Prime Sedan,7.38,154.34,3.93,3.39,Wallet,7.74,Cancelled,0,1,Long wait time,Customer changed plans,2024-07-27 04:40:00,1,0,4,5,1,0,20.913279132791327
14992,2024-07-27,05:00:00,Mumbai,Railway Station,Tech Park,Prime Sedan,4.18,141.34,3.48,4.14,UPI,9.41,Cancelled,0,0,Long wait time,Driver not moving,2024-07-27 05:00:00,1,0,5,5,1,0,33.813397129186605
14993,2024-07-27,05:20:00,Hyderabad,Airport,Mall,Auto,14.22,275.22,4.45,4.47,Card,9.14,Cancelled,1,0,Customer changed plans,Customer changed plans,2024-07-27 05:20:00,1,0,5,5,1,0,19.354430379746837
14994,2024-07-27,05:40:00,Pune,Railway Station,Residential,Bike,16.87,264.81,4.12,3.76,Card,13.92,Cancelled,1,1,High fare,Driver asked to cancel,2024-07-27 05:40:00,1,0,5,5,1,0,15.697095435684647
14995,2024-07-27,06:00:00,Mumbai,Market,Market,Prime Sedan,2.23,74.29,3.87,4.81,UPI,3.12,Completed,0,0,,,2024-07-27 06:00:00,0,1,6,5,1,0,33.313901345291484
