booking_id,booking_datetime,city,pickup_location,drop_location,vehicle_type,payment_method,booking_status,is_cancelled,ride_distance,booking_value,driver_rating,customer_rating,wait_time,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km,customer_cancel_reason,driver_cancel_reason
10232,2024-05-22 02:20:00,Pune,Railway Station,Railway Station,Auto,Wallet,Cancelled,1,11.12,214.92,4.95,4.28,8.54,2,2,0,0,19.327338129496404,High fare,Customer changed plans
10233,2024-05-22 02:40:00,Bengaluru,Market,Residential,Mini,UPI,Completed,0,4.41,99.11,4.07,4.68,15.65,2,2,0,0,22.47392290249433,,
10234,2024-05-22 03:00:00,Bengaluru,Mall,Residential,Mini,UPI,Completed,0,4.02,104.97,3.76,4.21,5.22,3,2,0,0,26.111940298507463,,
10235,2024-05-22 03:20:00,Pune,University,Mall,Mini,Wallet,Completed,0,24.65,543.38,4.27,4.36,2.53,3,2,0,0,22.04381338742393,,
10236,2024-05-22 03:40:00,Delhi,Residential,Mall,Bike,Cash,Cancelled,1,3.69,98.4,4.28,4.61,5.1,3,2,0,0,26.666666666666668,Customer changed plans,Driver not moving
10237,2024-05-22 04:00:00,Chennai,Mall,Mall,Mini,Wallet,Cancelled,1,5.54,145.1,4.39,4.59,3.9,4,2,0,0,26.1913357400722,High fare,Driver not moving
10238,2024-05-22 04:20:00,Pune,Hospital,Market,Bike,Wallet,Completed,0,18.41,324.76,4.12,3.93,3.82,4,2,0,0,17.640412819120044,,
10239,2024-05-22 04:40:00,Bengaluru,Mall,Hospital,SUV,Wallet,Completed,0,1.82,78.05,4.9,3.9,2.59,4,2,0,0,42.88461538461538,,
10240,2024-05-22 05:00:00,Pune,Hospital,Market,Mini,Card,Cancelled,1,6.9,149.92,4.58,3.82,11.34,5,2,0,0,21.727536231884056,Customer changed plans,High fare
10241,2024-05-22 05:20:00,Mumbai,University,Railway Station,Bike,Wallet,Cancelled,1,10.96,245.61,4.38,4.34,1.39,5,2,0,0,22.40967153284672,Driver asked to cancel,High fare
10242,2024-05-22 05:40:00,Delhi,Airport,Railway Station,Prime Sedan,Cash,Cancelled,1,7.21,148.0,4.25,4.16,9.87,5,2,0,0,20.527045769764214,Long wait time,Driver asked to cancel
10243,2024-05-22 06:00:00,Delhi,Residential,Hospital,SUV,Card,Completed,0,1.56,69.39,5.0,4.46,8.47,6,2,0,0,44.480769230769226,,
10244,2024-05-22 06:20:00,Bengaluru,Airport,Airport,Mini,Cash,Completed,0,2.97,84.1,4.24,3.66,1.02,6,2,0,0,28.31649831649831,,
10245,2024-05-22 06:40:00,Bengaluru,Airport,Hospital,Mini,Card,Completed,0,1.32,62.93,4.31,3.93,6.77,6,2,0,0,47.67424242424242,,
10246,2024-05-22 07:00:00,Hyderabad,Airport,Market,SUV,Card,Completed,0,6.56,155.59,4.21,4.67,1.8,7,2,0,0,23.71798780487805,,
10247,2024-05-22 07:20:00,Chennai,Hospital,Mall,Auto,UPI,Completed,0,9.87,199.54,4.76,4.14,5.03,7,2,0,0,20.21681864235056,,
10248,2024-05-22 07:40:00,Pune,Residential,Residential,Prime Sedan,Card,Completed,0,4.38,105.45,4.38,4.17,4.94,7,2,0,0,24.075342465753423,,
10249,2024-05-22 08:00:00,Mumbai,Market,Mall,Mini,Card,Cancelled,1,5.85,170.36,4.03,3.67,3.03,8,2,0,1,29.121367521367524,Customer changed plans,High fare
10250,2024-05-22 08:20:00,Bengaluru,University,Mall,SUV,Wallet,Cancelled,1,5.83,143.04,4.53,4.64,4.79,8,2,0,1,24.535162950257288,Customer changed plans,High fare
10251,2024-05-22 08:40:00,Bengaluru,Hospital,Airport,Bike,Card,Cancelled,1,16.49,324.18,4.58,4.63,12.87,8,2,0,1,19.659187386294725,Driver not moving,Driver asked to cancel
10252,2024-05-22 09:00:00,Hyderabad,Airport,Mall,Prime Sedan,Card,Cancelled,1,8.8,230.23,4.13,4.39,1.49,9,2,0,1,26.1625,Customer changed plans,Long wait time
10253,2024-05-22 09:20:00,Mumbai,Tech Park,Hospital,SUV,Wallet,Cancelled,1,8.0,192.64,4.55,3.72,4.46,9,2,0,1,24.08,High fare,Driver not moving
10254,2024-05-22 09:40:00,Bengaluru,Market,Residential,Auto,UPI,Cancelled,1,14.79,289.62,5.0,4.65,1.53,9,2,0,1,19.58215010141988,Driver not moving,Long wait time
10255,2024-05-22 10:00:00,Chennai,Railway Station,Tech Park,Auto,Cash,Completed,0,2.27,102.22,4.9,3.38,18.81,10,2,0,1,45.030837004405285,,
10256,2024-05-22 10:20:00,Delhi,Railway Station,Residential,Mini,Wallet,Cancelled,1,8.72,258.86,4.76,4.23,3.16,10,2,0,1,29.68577981651376,Driver asked to cancel,Driver asked to cancel
10257,2024-05-22 10:40:00,Mumbai,Hospital,Market,Bike,Card,Completed,0,4.97,149.13,4.41,4.12,2.9,10,2,0,1,30.006036217303823,,
10258,2024-05-22 11:00:00,Bengaluru,Tech Park,Airport,Mini,Cash,Completed,0,17.97,301.25,4.39,4.87,20.76,11,2,0,0,16.76405119643851,,
10259,2024-05-22 11:20:00,Delhi,Airport,Airport,Bike,Wallet,Cancelled,1,14.87,261.7,4.75,4.71,7.6,11,2,0,0,17.599193006052456,High fare,Long wait time
10260,2024-05-22 11:40:00,Chennai,Tech Park,University,Prime Sedan,Wallet,Cancelled,1,4.97,145.44,3.73,5.0,10.35,11,2,0,0,29.263581488933603,Long wait time,Customer changed plans
10261,2024-05-22 12:00:00,Delhi,Market,Railway Station,Mini,Cash,Cancelled,1,6.12,179.06,4.29,3.71,1.0,12,2,0,0,29.258169934640524,Driver asked to cancel,Long wait time
10262,2024-05-22 12:20:00,Bengaluru,Residential,Market,Bike,Card,Completed,0,3.51,114.81,4.09,4.63,9.62,12,2,0,0,32.70940170940171,,
10263,2024-05-22 12:40:00,Bengaluru,Mall,Tech Park,Prime Sedan,UPI,Completed,0,13.34,255.07,4.13,4.42,3.46,12,2,0,0,19.120689655172413,,
10264,2024-05-22 13:00:00,Delhi,Tech Park,Airport,Bike,Cash,Cancelled,1,11.46,260.18,4.48,4.01,8.42,13,2,0,0,22.70331588132635,High fare,Customer changed plans
10265,2024-05-22 13:20:00,Chennai,Residential,Hospital,Bike,Cash,Completed,0,6.38,155.81,4.54,4.08,8.99,13,2,0,0,24.421630094043888,,
10266,2024-05-22 13:40:00,Delhi,Mall,University,Auto,UPI,Completed,0,6.32,146.87,4.07,4.92,1.05,13,2,0,0,23.23892405063291,,
10267,2024-05-22 14:00:00,Mumbai,Residential,Residential,Auto,UPI,Cancelled,1,5.29,149.75,3.76,4.22,2.06,14,2,0,0,28.30812854442344,Customer changed plans,Driver not moving
10268,2024-05-22 14:20:00,Delhi,University,Residential,Mini,Card,Completed,0,17.25,254.93,4.73,3.79,9.07,14,2,0,0,14.778550724637682,,
10269,2024-05-22 14:40:00,Hyderabad,University,Railway Station,Auto,Card,Completed,0,6.8,176.52,4.45,4.77,1.67,14,2,0,0,25.958823529411767,,
10270,2024-05-22 15:00:00,Mumbai,Railway Station,University,Auto,Cash,Completed,0,5.45,148.46,4.28,4.62,1.09,15,2,0,0,27.240366972477062,,
10271,2024-05-22 15:20:00,Bengaluru,Mall,Hospital,Mini,UPI,Cancelled,1,12.48,227.07,4.01,4.36,2.31,15,2,0,0,18.194711538461537,Long wait time,Driver asked to cancel
10272,2024-05-22 15:40:00,Bengaluru,Mall,Airport,Bike,Wallet,Completed,0,0.8,56.98,4.47,3.73,1.0,15,2,0,0,71.225,,
10273,2024-05-22 16:00:00,Bengaluru,University,Airport,Bike,Cash,Completed,0,6.04,136.37,4.06,3.29,5.1,16,2,0,0,22.577814569536425,,
10274,2024-05-22 16:20:00,Bengaluru,Railway Station,Airport,Bike,Cash,Completed,0,13.64,316.71,4.17,5.0,3.07,16,2,0,0,23.21920821114369,,
10275,2024-05-22 16:40:00,Delhi,Mall,Hospital,Auto,UPI,Completed,0,19.82,396.97,4.66,4.12,2.34,16,2,0,0,20.028758829465183,,
10276,2024-05-22 17:00:00,Hyderabad,Airport,Hospital,Bike,UPI,Cancelled,1,4.53,108.83,4.55,5.0,12.21,17,2,0,1,24.0242825607064,Customer changed plans,Customer changed plans
10277,2024-05-22 17:20:00,Chennai,Market,Airport,Auto,Cash,Completed,0,10.58,243.85,4.51,4.44,5.04,17,2,0,1,23.04820415879017,,
10278,2024-05-22 17:40:00,Delhi,Residential,University,Mini,Wallet,Cancelled,1,4.51,114.56,4.71,4.57,5.97,17,2,0,1,25.40133037694013,High fare,High fare
10279,2024-05-22 18:00:00,Bengaluru,Mall,Residential,SUV,Cash,Cancelled,1,26.0,439.61,3.96,3.67,4.74,18,2,0,1,16.908076923076923,Driver asked to cancel,Driver not moving
10280,2024-05-22 18:20:00,Mumbai,Market,Residential,Prime Sedan,Cash,Cancelled,1,8.36,249.32,4.67,5.0,7.09,18,2,0,1,29.82296650717704,Driver not moving,Customer changed plans
10281,2024-05-22 18:40:00,Delhi,Airport,Market,Auto,Card,Cancelled,1,11.4,277.6,4.67,4.23,11.18,18,2,0,1,24.35087719298246,Customer changed plans,Driver asked to cancel
10282,2024-05-22 19:00:00,Mumbai,Market,Railway Station,Bike,Card,Completed,0,0.88,110.91,4.77,4.28,5.27,19,2,0,1,126.0340909090909,,
10283,2024-05-22 19:20:00,Mumbai,Railway Station,University,Auto,Wallet,Cancelled,1,5.25,206.48,4.48,4.62,8.22,19,2,0,1,39.329523809523806,Driver asked to cancel,Driver not moving
10284,2024-05-22 19:40:00,Chennai,Tech Park,Residential,Mini,UPI,Completed,0,12.52,288.04,4.38,3.76,5.31,19,2,0,1,23.00638977635783,,
10285,2024-05-22 20:00:00,Chennai,Hospital,Residential,Bike,Cash,Completed,0,2.25,115.23,4.56,4.98,3.45,20,2,0,1,51.21333333333334,,
10286,2024-05-22 20:20:00,Bengaluru,Tech Park,Railway Station,Auto,Cash,Cancelled,1,8.34,221.6,4.74,3.74,6.85,20,2,0,1,26.570743405275778,Driver asked to cancel,Customer changed plans
10287,2024-05-22 20:40:00,Mumbai,Market,Residential,Bike,Cash,Completed,0,20.4,500.26,4.37,4.38,13.92,20,2,0,1,24.522549019607844,,
10288,2024-05-22 21:00:00,Mumbai,Mall,Hospital,Bike,UPI,Cancelled,1,12.99,333.99,4.67,4.32,9.86,21,2,0,1,25.71131639722864,High fare,Long wait time
10289,2024-05-22 21:20:00,Mumbai,Airport,Hospital,Auto,Wallet,Cancelled,1,10.84,294.28,3.22,4.91,1.58,21,2,0,1,27.14760147601476,Long wait time,Driver asked to cancel
10290,2024-05-22 21:40:00,Bengaluru,Market,Hospital,Bike,Wallet,Cancelled,1,5.49,148.55,3.75,3.54,7.13,21,2,0,1,27.058287795992715,Driver not moving,High fare
10291,2024-05-22 22:00:00,Bengaluru,Residential,Mall,Prime Sedan,Card,Completed,0,2.83,81.41,4.71,3.78,2.34,22,2,0,0,28.766784452296815,,
10292,2024-05-22 22:20:00,Pune,Market,Market,Prime Sedan,Card,Cancelled,1,7.17,166.77,4.47,4.39,6.24,22,2,0,0,23.259414225941423,Customer changed plans,Driver asked to cancel
10293,2024-05-22 22:40:00,Bengaluru,Market,Airport,Mini,UPI,Completed,0,11.72,209.24,4.5,3.34,1.3,22,2,0,0,17.853242320819113,,
10294,2024-05-22 23:00:00,Bengaluru,Market,Airport,Prime Sedan,UPI,Completed,0,3.51,99.33,4.19,3.35,5.89,23,2,0,0,28.2991452991453,,
10295,2024-05-22 23:20:00,Hyderabad,Market,Residential,Mini,Card,Cancelled,1,12.91,256.13,3.75,3.83,2.68,23,2,0,0,19.83965917893106,Driver asked to cancel,Driver not moving
10296,2024-05-22 23:40:00,Bengaluru,Mall,University,Bike,Card,Cancelled,1,8.67,219.75,4.77,4.21,5.45,23,2,0,0,25.34602076124568,Driver not moving,Long wait time
10297,2024-05-23 00:00:00,Pune,Railway Station,Residential,Mini,Card,Completed,0,4.03,125.08,4.6,3.55,3.88,0,3,0,0,31.03722084367245,,
10298,2024-05-23 00:20:00,Bengaluru,Hospital,Railway Station,Prime Sedan,UPI,Completed,0,1.75,66.28,4.79,4.43,4.38,0,3,0,0,37.87428571428571,,
10299,2024-05-23 00:40:00,Chennai,Mall,Hospital,Mini,Card,Cancelled,1,2.22,89.21,3.63,4.6,14.29,0,3,0,0,40.18468468468468,Driver not moving,Driver not moving
10300,2024-05-23 01:00:00,Bengaluru,Hospital,Residential,Mini,Cash,Cancelled,1,6.98,161.06,4.71,3.52,6.24,1,3,0,0,23.074498567335244,Driver asked to cancel,High fare
10301,2024-05-23 01:20:00,Bengaluru,Airport,Airport,Mini,Cash,Cancelled,1,15.77,285.75,4.69,4.62,4.62,1,3,0,0,18.11984781230184,Driver not moving,Long wait time
10302,2024-05-23 01:40:00,Hyderabad,University,Tech Park,Auto,Wallet,Completed,0,4.08,115.82,4.55,4.53,12.18,1,3,0,0,28.387254901960784,,
10303,2024-05-23 02:00:00,Bengaluru,Railway Station,University,Auto,UPI,Cancelled,1,17.15,315.43,4.38,4.35,10.07,2,3,0,0,18.39241982507289,Customer changed plans,Customer changed plans
10304,2024-05-23 02:20:00,Pune,University,University,Bike,Cash,Cancelled,1,1.55,67.94,4.13,4.91,2.85,2,3,0,0,43.832258064516125,Driver not moving,Driver asked to cancel
10305,2024-05-23 02:40:00,Chennai,Residential,Tech Park,Mini,Wallet,Completed,0,7.85,186.97,4.55,4.62,13.68,2,3,0,0,23.81783439490446,,
10306,2024-05-23 03:00:00,Bengaluru,Hospital,University,Bike,UPI,Completed,0,7.3,181.89,4.2,4.33,1.39,3,3,0,0,24.91643835616438,,
10307,2024-05-23 03:20:00,Delhi,Railway Station,Railway Station,Auto,UPI,Completed,0,9.92,238.62,4.6,4.25,2.68,3,3,0,0,24.054435483870968,,
10308,2024-05-23 03:40:00,Pune,Mall,Market,Auto,Card,Cancelled,1,8.57,187.75,4.19,4.54,6.61,3,3,0,0,21.90781796966161,Customer changed plans,Customer changed plans
10309,2024-05-23 04:00:00,Pune,Hospital,Hospital,Prime Sedan,UPI,Completed,0,5.43,172.51,4.26,4.23,6.96,4,3,0,0,31.769797421731123,,
10310,2024-05-23 04:20:00,Delhi,Railway Station,Hospital,Auto,Card,Completed,0,5.47,146.83,4.05,4.63,13.1,4,3,0,0,26.84277879341865,,
10311,2024-05-23 04:40:00,Bengaluru,Railway Station,Railway Station,Bike,UPI,Cancelled,1,13.9,271.49,4.34,4.76,4.7,4,3,0,0,19.53165467625899,Customer changed plans,Driver asked to cancel
10312,2024-05-23 05:00:00,Delhi,University,Mall,Bike,Cash,Cancelled,1,8.16,211.29,4.36,4.4,13.54,5,3,0,0,25.89338235294117,Driver not moving,Customer changed plans
10313,2024-05-23 05:20:00,Pune,University,University,Mini,Wallet,Cancelled,1,0.83,56.54,4.79,4.11,21.92,5,3,0,0,68.12048192771084,Long wait time,Long wait time
10314,2024-05-23 05:40:00,Bengaluru,Hospital,Mall,Mini,UPI,Completed,0,5.86,125.35,4.4,3.85,3.33,5,3,0,0,21.390784982935152,,
10315,2024-05-23 06:00:00,Bengaluru,University,Market,Mini,Card,Cancelled,1,6.26,155.33,3.37,4.43,5.19,6,3,0,0,24.813099041533548,High fare,Long wait time
10316,2024-05-23 06:20:00,Mumbai,University,Mall,Prime Sedan,UPI,Completed,0,6.23,112.22,5.0,4.9,2.76,6,3,0,0,18.012841091492774,,
10317,2024-05-23 06:40:00,Bengaluru,Tech Park,Tech Park,Prime Sedan,Wallet,Cancelled,1,12.58,244.28,4.15,4.6,2.95,6,3,0,0,19.4181240063593,Customer changed plans,Long wait time
10318,2024-05-23 07:00:00,Mumbai,Mall,Mall,Mini,Cash,Completed,0,4.83,133.37,3.77,3.39,5.7,7,3,0,0,27.612836438923395,,
10319,2024-05-23 07:20:00,Mumbai,Market,Market,Mini,Wallet,Completed,0,9.08,233.51,4.73,4.74,3.78,7,3,0,0,25.716960352422905,,
10320,2024-05-23 07:40:00,Mumbai,Tech Park,Hospital,Prime Sedan,Wallet,Cancelled,1,20.63,389.43,4.65,4.02,2.95,7,3,0,0,18.87687833252545,Driver asked to cancel,Driver not moving
10321,2024-05-23 08:00:00,Delhi,Airport,University,Mini,Wallet,Completed,0,15.85,406.98,4.24,4.41,3.49,8,3,0,1,25.676971608832808,,
10322,2024-05-23 08:20:00,Delhi,Tech Park,Residential,Mini,Cash,Cancelled,1,4.5,136.9,3.92,3.87,3.29,8,3,0,1,30.422222222222224,Customer changed plans,Customer changed plans
10323,2024-05-23 08:40:00,Bengaluru,Hospital,Airport,Mini,Cash,Completed,0,8.32,231.74,4.44,4.15,6.29,8,3,0,1,27.853365384615383,,
10324,2024-05-23 09:00:00,Bengaluru,Airport,Airport,Bike,Cash,Cancelled,1,0.8,89.34,4.21,3.23,1.98,9,3,0,1,111.675,Customer changed plans,High fare
10325,2024-05-23 09:20:00,Pune,Residential,Railway Station,Bike,Card,Completed,0,11.28,303.2,4.37,4.1,9.06,9,3,0,1,26.87943262411348,,
10326,2024-05-23 09:40:00,Chennai,University,Tech Park,Prime Sedan,UPI,Cancelled,1,2.65,128.68,4.37,3.78,9.88,9,3,0,1,48.55849056603774,High fare,Driver asked to cancel
10327,2024-05-23 10:00:00,Mumbai,University,Hospital,Prime Sedan,Cash,Completed,0,7.52,218.77,3.68,3.46,9.38,10,3,0,1,29.091755319148938,,
10328,2024-05-23 10:20:00,Bengaluru,Hospital,Residential,Prime Sedan,Wallet,Cancelled,1,6.8,222.64,4.15,5.0,3.63,10,3,0,1,32.74117647058824,Long wait time,Long wait time
10329,2024-05-23 10:40:00,Delhi,Residential,Hospital,Bike,Wallet,Cancelled,1,15.32,293.76,4.19,4.1,3.67,10,3,0,1,19.17493472584856,Long wait time,Driver asked to cancel
10330,2024-05-23 11:00:00,Hyderabad,Mall,Railway Station,Bike,UPI,Cancelled,1,9.13,221.28,4.32,5.0,6.58,11,3,0,0,24.236582694414015,Driver not moving,Long wait time
10331,2024-05-23 11:20:00,Hyderabad,Market,Airport,SUV,Card,Completed,0,6.76,147.62,4.36,4.16,3.64,11,3,0,0,21.83727810650888,,
10332,2024-05-23 11:40:00,Pune,Railway Station,Airport,Prime Sedan,Cash,Cancelled,1,11.8,241.8,3.78,4.42,5.97,11,3,0,0,20.491525423728813,Driver not moving,Long wait time
10333,2024-05-23 12:00:00,Bengaluru,Airport,Tech Park,Bike,Card,Completed,0,16.96,407.19,4.13,4.39,5.84,12,3,0,0,24.00884433962264,,
10334,2024-05-23 12:20:00,Pune,Market,Residential,Mini,Card,Completed,0,0.8,56.06,4.26,3.96,5.23,12,3,0,0,70.075,,
10335,2024-05-23 12:40:00,Hyderabad,University,University,Auto,UPI,Completed,0,4.71,129.55,4.26,4.48,8.84,12,3,0,0,27.50530785562633,,
10336,2024-05-23 13:00:00,Pune,Railway Station,Hospital,Mini,UPI,Completed,0,21.02,348.2,4.72,5.0,5.91,13,3,0,0,16.565176022835395,,
10337,2024-05-23 13:20:00,Pune,Tech Park,Market,Auto,Wallet,Completed,0,27.65,716.49,4.6,4.45,1.77,13,3,0,0,25.912839059674504,,
10338,2024-05-23 13:40:00,Mumbai,Hospital,Tech Park,Bike,Wallet,Completed,0,4.01,109.53,5.0,4.1,7.96,13,3,0,0,27.3142144638404,,
10339,2024-05-23 14:00:00,Delhi,Residential,Market,SUV,Card,Completed,0,13.74,284.01,3.98,4.37,1.31,14,3,0,0,20.670305676855893,,
10340,2024-05-23 14:20:00,Bengaluru,Residential,Mall,Mini,Cash,Completed,0,4.0,123.65,4.67,4.58,15.37,14,3,0,0,30.9125,,
10341,2024-05-23 14:40:00,Pune,Airport,Mall,Prime Sedan,Cash,Completed,0,3.12,94.04,4.47,4.1,2.54,14,3,0,0,30.14102564102564,,
10342,2024-05-23 15:00:00,Mumbai,Railway Station,Market,SUV,UPI,Cancelled,1,6.96,152.62,4.24,4.11,2.6,15,3,0,0,21.92816091954023,Driver not moving,Customer changed plans
10343,2024-05-23 15:20:00,Delhi,Hospital,Tech Park,Prime Sedan,Card,Completed,0,14.82,321.59,4.47,4.09,14.2,15,3,0,0,21.699730094466936,,
10344,2024-05-23 15:40:00,Delhi,Market,Hospital,Mini,Cash,Cancelled,1,6.33,171.69,4.76,4.41,4.67,15,3,0,0,27.123222748815166,Customer changed plans,Driver asked to cancel
10345,2024-05-23 16:00:00,Pune,Mall,Market,Auto,Card,Completed,0,14.69,267.63,4.25,4.81,4.16,16,3,0,0,18.21851599727706,,
10346,2024-05-23 16:20:00,Chennai,Market,University,Bike,Card,Cancelled,1,15.61,305.06,4.71,4.3,3.93,16,3,0,0,19.542600896860986,Driver not moving,Driver not moving
10347,2024-05-23 16:40:00,Hyderabad,Railway Station,Residential,Mini,Cash,Cancelled,1,5.29,139.13,4.46,4.51,4.75,16,3,0,0,26.30056710775047,Long wait time,Customer changed plans
10348,2024-05-23 17:00:00,Chennai,Residential,Hospital,Prime Sedan,Cash,Completed,0,5.17,145.81,4.38,4.43,13.27,17,3,0,1,28.203094777562864,,
10349,2024-05-23 17:20:00,Delhi,Residential,Tech Park,Prime Sedan,Wallet,Completed,0,6.45,152.53,5.0,3.25,3.64,17,3,0,1,23.648062015503875,,
10350,2024-05-23 17:40:00,Bengaluru,Railway Station,Airport,Bike,Card,Completed,0,7.72,156.63,4.04,4.13,13.52,17,3,0,1,20.28886010362694,,
10351,2024-05-23 18:00:00,Pune,Residential,Hospital,Mini,Card,Completed,0,7.06,161.2,4.6,3.29,6.27,18,3,0,1,22.8328611898017,,
10352,2024-05-23 18:20:00,Bengaluru,Mall,Hospital,Auto,UPI,Cancelled,1,8.25,196.73,4.74,3.79,11.61,18,3,0,1,23.846060606060604,Long wait time,High fare
10353,2024-05-23 18:40:00,Bengaluru,Market,Tech Park,Auto,Cash,Completed,0,5.59,183.54,4.51,3.46,3.67,18,3,0,1,32.833631484794275,,
10354,2024-05-23 19:00:00,Pune,Mall,University,Auto,Cash,Completed,0,2.87,138.0,4.25,4.18,10.63,19,3,0,1,48.08362369337979,,
10355,2024-05-23 19:20:00,Mumbai,University,Mall,Bike,Wallet,Cancelled,1,24.19,495.15,4.44,3.93,2.39,19,3,0,1,20.469202149648613,High fare,Driver not moving
10356,2024-05-23 19:40:00,Mumbai,Railway Station,Hospital,Auto,Cash,Completed,0,4.7,159.39,3.87,4.32,6.29,19,3,0,1,33.9127659574468,,
10357,2024-05-23 20:00:00,Hyderabad,Mall,Hospital,SUV,Card,Cancelled,1,1.69,105.13,4.05,4.53,2.27,20,3,0,1,62.20710059171598,Long wait time,High fare
10358,2024-05-23 20:20:00,Pune,Tech Park,Airport,Auto,Card,Cancelled,1,12.43,318.72,4.65,4.05,3.26,20,3,0,1,25.641190667739345,Driver not moving,High fare
10359,2024-05-23 20:40:00,Bengaluru,Railway Station,Airport,Mini,Card,Cancelled,1,3.36,123.32,4.15,3.95,2.17,20,3,0,1,36.70238095238095,Driver asked to cancel,Driver asked to cancel
10360,2024-05-23 21:00:00,Hyderabad,University,Mall,Mini,UPI,Cancelled,1,11.61,213.55,3.97,4.25,11.12,21,3,0,1,18.39362618432386,Customer changed plans,Driver not moving
10361,2024-05-23 21:20:00,Chennai,Mall,Hospital,SUV,Card,Cancelled,1,4.54,144.26,4.48,4.45,6.08,21,3,0,1,31.77533039647577,Driver asked to cancel,Long wait time
10362,2024-05-23 21:40:00,Hyderabad,Market,Residential,Prime Sedan,Wallet,Cancelled,1,27.17,484.06,4.18,3.81,9.12,21,3,0,1,17.815973500184025,Driver asked to cancel,Driver asked to cancel
10363,2024-05-23 22:00:00,Delhi,Residential,Tech Park,Bike,Wallet,Cancelled,1,18.71,289.72,4.53,3.84,9.24,22,3,0,0,15.484767504008552,High fare,High fare
10364,2024-05-23 22:20:00,Delhi,Mall,Mall,Mini,Cash,Completed,0,6.67,155.29,5.0,4.67,2.04,22,3,0,0,23.281859070464765,,
10365,2024-05-23 22:40:00,Delhi,Market,Railway Station,Mini,Cash,Cancelled,1,10.85,190.42,4.31,4.59,7.28,22,3,0,0,17.550230414746544,Customer changed plans,High fare
10366,2024-05-23 23:00:00,Hyderabad,Market,Market,Auto,Cash,Cancelled,1,9.4,257.5,4.2,4.71,16.87,23,3,0,0,27.393617021276597,Driver not moving,Driver not moving
10367,2024-05-23 23:20:00,Delhi,Residential,Airport,Bike,Card,Completed,0,4.41,114.6,3.99,4.51,4.74,23,3,0,0,25.98639455782313,,
10368,2024-05-23 23:40:00,Pune,Residential,Hospital,Bike,Card,Completed,0,12.13,235.82,4.07,4.06,6.6,23,3,0,0,19.441055234954657,,
10369,2024-05-24 00:00:00,Bengaluru,Tech Park,Hospital,Bike,Card,Cancelled,1,8.2,235.65,4.21,3.38,11.64,0,4,0,0,28.737804878048784,Customer changed plans,Long wait time
10370,2024-05-24 00:20:00,Chennai,Hospital,Hospital,Mini,Cash,Cancelled,1,9.04,225.11,3.83,4.27,4.23,0,4,0,0,24.90154867256637,Long wait time,Driver not moving
10371,2024-05-24 00:40:00,Pune,Residential,Market,Mini,UPI,Completed,0,11.47,241.5,4.69,5.0,9.88,0,4,0,0,21.05492589363557,,
10372,2024-05-24 01:00:00,Mumbai,Market,Residential,Auto,UPI,Cancelled,1,7.2,153.49,4.24,4.36,8.01,1,4,0,0,21.31805555555556,Customer changed plans,Driver not moving
10373,2024-05-24 01:20:00,Bengaluru,Tech Park,Hospital,SUV,Card,Cancelled,1,3.96,109.69,4.54,4.02,5.68,1,4,0,0,27.699494949494948,Driver asked to cancel,Driver not moving
10374,2024-05-24 01:40:00,Mumbai,Mall,Hospital,Auto,UPI,Completed,0,10.85,270.31,4.5,3.46,6.69,1,4,0,0,24.91336405529954,,
10375,2024-05-24 02:00:00,Chennai,Mall,Mall,Mini,Cash,Completed,0,12.86,251.53,4.52,3.51,2.34,2,4,0,0,19.55909797822706,,
10376,2024-05-24 02:20:00,Chennai,Airport,Tech Park,Mini,Cash,Cancelled,1,12.9,281.53,4.27,4.1,19.45,2,4,0,0,21.82403100775193,Driver asked to cancel,Driver asked to cancel
10377,2024-05-24 02:40:00,Pune,Market,Residential,Bike,Card,Cancelled,1,13.09,284.53,4.66,4.18,4.64,2,4,0,0,21.73644003055768,Driver asked to cancel,Driver asked to cancel
10378,2024-05-24 03:00:00,Chennai,Tech Park,Hospital,SUV,Card,Cancelled,1,9.93,240.52,4.69,3.94,6.85,3,4,0,0,24.221550855991943,High fare,High fare
10379,2024-05-24 03:20:00,Mumbai,Airport,Railway Station,Bike,Cash,Cancelled,1,1.79,73.27,4.44,4.56,1.82,3,4,0,0,40.93296089385475,Driver asked to cancel,Long wait time
10380,2024-05-24 03:40:00,Bengaluru,Tech Park,Hospital,Mini,Wallet,Cancelled,1,27.96,653.04,3.93,3.99,8.2,3,4,0,0,23.356223175965663,Driver not moving,Long wait time
10381,2024-05-24 04:00:00,Bengaluru,Market,Airport,Bike,Card,Cancelled,1,12.79,241.74,4.79,3.73,5.16,4,4,0,0,18.9007036747459,Driver asked to cancel,Driver not moving
10382,2024-05-24 04:20:00,Delhi,University,Airport,Bike,Card,Cancelled,1,5.83,168.49,4.15,4.71,6.42,4,4,0,0,28.900514579759864,Driver asked to cancel,Customer changed plans
10383,2024-05-24 04:40:00,Bengaluru,Mall,Railway Station,SUV,Card,Cancelled,1,14.07,296.09,4.7,4.3,3.88,4,4,0,0,21.04406538734897,High fare,High fare
10384,2024-05-24 05:00:00,Pune,University,Tech Park,Auto,UPI,Completed,0,3.04,97.61,4.51,4.16,8.18,5,4,0,0,32.108552631578945,,
10385,2024-05-24 05:20:00,Bengaluru,Hospital,Railway Station,Mini,Wallet,Cancelled,1,11.66,251.88,4.04,3.86,9.19,5,4,0,0,21.60205831903945,High fare,Customer changed plans
