Booking ID,Date,Time,City,Pickup Location,Drop Location,Vehicle Type,Ride Distance,Booking Value,Driver Ratings,Customer Rating,Payment Method,Wait Time,Booking Status,Cancelled Rides by Customer,Cancelled Rides by Driver,Reason for cancelling by Customer,Reason for cancelling by Driver
16066,2024-08-11,03:00:00,Mumbai,Residential,Hospital,Mini,5.95,168.18,3.83,4.12,Card,18.52,Cancelled,1,1,Driver not moving,High fare
16067,2024-08-11,03:20:00,Bengaluru,Railway Station,Mall,SUV,2.45,82.96,3.85,3.87,UPI,6.22,Completed,0,0,,
16068,2024-08-11,03:40:00,Pune,Market,Airport,Mini,0.8,62.47,4.34,3.74,Card,8.11,Cancelled,0,0,Driver asked to cancel,Driver asked to cancel
16069,2024-08-11,04:00:00,Mumbai,Airport,Mall,Bike,10.04,242.91,4.87,3.27,Card,2.3,Cancelled,1,0,High fare,Driver not moving
16070,2024-08-11,04:20:00,Pune,University,Tech Park,Mini,25.04,461.74,4.37,4.33,UPI,14.48,Completed,0,0,,
16071,2024-08-11,04:40:00,Mumbai,Market,Tech Park,Auto,0.8,61.01,3.81,4.35,UPI,9.67,Cancelled,1,1,Driver not moving,High fare
16072,2024-08-11,05:00:00,Mumbai,Market,Mall,Bike,10.79,176.76,4.18,4.81,Card,1.0,Cancelled,1,0,Driver asked to cancel,Long wait time
16073,2024-08-11,05:20:00,Hyderabad,Market,Hospital,Mini,5.45,134.07,3.89,3.17,Cash,4.71,Completed,0,0,,
16074,2024-08-11,05:40:00,Bengaluru,University,Hospital,Auto,6.58,155.2,4.46,4.72,Cash,5.53,Completed,0,0,,
16075,2024-08-11,06:00:00,Pune,Mall,Residential,Bike,10.53,208.25,4.02,4.37,UPI,5.6,Completed,0,0,,
16076,2024-08-11,06:20:00,Mumbai,Hospital,Railway Station,SUV,9.5,177.08,4.72,4.81,Cash,2.11,Completed,0,0,,
16077,2024-08-11,06:40:00,Delhi,Airport,Tech Park,Auto,5.83,146.66,4.01,4.94,Cash,2.55,Completed,0,0,,
16078,2024-08-11,07:00:00,Mumbai,Tech Park,Tech Park,Auto,4.61,134.06,4.03,3.43,Cash,2.44,Cancelled,1,0,Driver not moving,Long wait time
16079,2024-08-11,07:20:00,Delhi,Residential,Market,Auto,9.58,210.52,4.93,4.47,Wallet,7.62,Completed,0,0,,
16080,2024-08-11,07:40:00,Delhi,Railway Station,Market,Mini,0.81,58.89,3.85,4.36,UPI,5.36,Completed,0,0,,
16081,2024-08-11,08:00:00,Delhi,Airport,Market,Auto,10.46,248.19,4.77,4.59,Cash,5.79,Cancelled,1,0,High fare,Driver not moving
16082,2024-08-11,08:20:00,Hyderabad,Tech Park,Tech Park,Auto,5.47,172.27,4.03,4.98,Wallet,3.01,Completed,0,0,,
16083,2024-08-11,08:40:00,Pune,Tech Park,Tech Park,Auto,17.49,311.82,3.99,4.18,Card,2.42,Cancelled,1,0,Long wait time,Driver not moving
16084,2024-08-11,09:00:00,Mumbai,Hospital,Hospital,Mini,7.02,177.21,4.66,3.96,UPI,1.0,Completed,0,0,,
16085,2024-08-11,09:20:00,Chennai,Mall,Railway Station,SUV,16.9,300.3,4.36,4.08,Wallet,1.58,Completed,0,0,,
16086,2024-08-11,09:40:00,Mumbai,Tech Park,Tech Park,Auto,3.08,121.8,3.98,3.51,Wallet,1.45,Completed,0,0,,
16087,2024-08-11,10:00:00,Hyderabad,Hospital,University,Bike,2.86,137.69,4.15,5.0,Cash,20.29,Cancelled,1,0,Customer changed plans,Driver asked to cancel
16088,2024-08-11,10:20:00,Mumbai,Hospital,Residential,Prime Sedan,3.82,139.58,3.79,4.99,Cash,1.0,Completed,0,0,,
16089,2024-08-11,10:40:00,Pune,Mall,University,Prime Sedan,19.58,365.36,3.83,4.14,Wallet,6.37,Cancelled,0,0,Customer changed plans,Long wait time
16090,2024-08-11,11:00:00,Delhi,Airport,University,Bike,6.81,155.78,4.45,4.35,Wallet,8.29,Cancelled,1,1,High fare,Long wait time
16091,2024-08-11,11:20:00,Chennai,University,Hospital,Mini,4.45,120.07,4.07,3.78,Cash,1.0,Completed,0,0,,
16092,2024-08-11,11:40:00,Pune,University,Mall,Prime Sedan,9.45,196.65,4.84,3.95,UPI,8.03,Cancelled,0,0,Customer changed plans,High fare
16093,2024-08-11,12:00:00,Chennai,Residential,Tech Park,Bike,4.01,104.6,4.07,4.64,Card,4.87,Cancelled,0,1,Customer changed plans,Long wait time
16094,2024-08-11,12:20:00,Hyderabad,Tech Park,University,Auto,9.37,159.14,3.94,4.42,Wallet,3.31,Completed,0,0,,
16095,2024-08-11,12:40:00,Bengaluru,Tech Park,Airport,Auto,6.77,160.14,4.27,4.41,Cash,17.27,Cancelled,0,1,Driver asked to cancel,Driver asked to cancel
16096,2024-08-11,13:00:00,Delhi,Railway Station,Tech Park,Prime Sedan,4.32,132.85,4.15,4.19,Card,1.0,Cancelled,1,0,High fare,Driver asked to cancel
16097,2024-08-11,13:20:00,Mumbai,Airport,Hospital,Auto,7.07,157.58,4.19,4.58,Card,6.14,Completed,0,0,,
16098,2024-08-11,13:40:00,Pune,Market,Airport,Mini,7.08,149.01,4.01,3.37,Cash,10.35,Cancelled,1,1,Customer changed plans,Driver asked to cancel
16099,2024-08-11,14:00:00,Hyderabad,Airport,Railway Station,Auto,12.71,255.29,4.4,4.39,UPI,4.81,Cancelled,1,1,High fare,High fare
16100,2024-08-11,14:20:00,Chennai,Market,Railway Station,SUV,2.34,79.57,4.25,5.0,Wallet,15.22,Completed,0,0,,
16101,2024-08-11,14:40:00,Chennai,Airport,Railway Station,Mini,4.92,134.57,4.74,4.63,Card,2.88,Cancelled,0,1,Customer changed plans,Long wait time
16102,2024-08-11,15:00:00,Mumbai,Market,Airport,Auto,8.35,169.5,5.0,3.58,Wallet,4.62,Completed,0,0,,
16103,2024-08-11,15:20:00,Bengaluru,Hospital,University,Prime Sedan,3.64,129.94,4.11,4.4,Wallet,14.89,Cancelled,1,1,High fare,Driver not moving
16104,2024-08-11,15:40:00,Chennai,Tech Park,Mall,Auto,6.16,152.47,4.29,4.06,UPI,30.86,Cancelled,0,0,Long wait time,High fare
16105,2024-08-11,16:00:00,Hyderabad,University,Tech Park,Mini,4.25,100.92,5.0,4.93,UPI,12.29,Completed,0,0,,
16106,2024-08-11,16:20:00,Chennai,Mall,Railway Station,Bike,5.29,140.08,3.75,4.28,Wallet,6.69,Completed,0,0,,
16107,2024-08-11,16:40:00,Delhi,Market,Market,Mini,2.88,83.57,4.88,5.0,UPI,1.0,Completed,0,0,,
16108,2024-08-11,17:00:00,Pune,Market,Hospital,Bike,25.09,445.77,4.59,5.0,UPI,3.18,Cancelled,0,0,High fare,Customer changed plans
16109,2024-08-11,17:20:00,Delhi,Hospital,Hospital,Auto,0.86,56.43,3.73,4.46,Wallet,2.54,Completed,0,0,,
16110,2024-08-11,17:40:00,Bengaluru,Airport,Tech Park,Auto,4.23,95.38,4.15,4.33,Wallet,12.66,Completed,0,0,,
16111,2024-08-11,18:00:00,Pune,Tech Park,Market,Mini,6.99,235.6,5.0,4.86,Cash,7.51,Completed,0,0,,
16112,2024-08-11,18:20:00,Chennai,Tech Park,University,Auto,6.94,196.36,4.5,3.94,Card,4.47,Cancelled,1,1,Customer changed plans,Driver not moving
16113,2024-08-11,18:40:00,Bengaluru,Tech Park,Hospital,Auto,15.66,309.44,4.13,4.43,UPI,6.82,Cancelled,1,0,High fare,Long wait time
16114,2024-08-11,19:00:00,Pune,Railway Station,Airport,Bike,2.31,100.63,3.98,4.13,Cash,5.38,Cancelled,0,1,Long wait time,Long wait time
16115,2024-08-11,19:20:00,Pune,Mall,Mall,Mini,1.51,110.76,3.74,4.01,Cash,5.87,Completed,0,0,,
16116,2024-08-11,19:40:00,Chennai,Railway Station,Hospital,Prime Sedan,4.73,168.94,4.44,4.66,Wallet,10.03,Cancelled,1,0,Long wait time,Customer changed plans
16117,2024-08-11,20:00:00,Pune,University,Railway Station,Auto,6.99,178.63,4.75,4.29,UPI,1.66,Cancelled,0,1,Driver asked to cancel,Customer changed plans
16118,2024-08-11,20:20:00,Delhi,Tech Park,Residential,Mini,5.58,156.88,4.55,5.0,Card,5.03,Completed,0,0,,
16119,2024-08-11,20:40:00,Bengaluru,Airport,Mall,SUV,13.47,289.28,4.32,3.98,UPI,1.06,Cancelled,1,0,Driver not moving,Driver asked to cancel
16120,2024-08-11,21:00:00,Mumbai,University,Residential,Prime Sedan,2.61,106.71,4.47,3.79,Card,6.03,Completed,0,0,,
16121,2024-08-11,21:20:00,Chennai,University,Tech Park,Prime Sedan,4.37,168.65,4.25,4.24,UPI,10.71,Completed,0,0,,
16122,2024-08-11,21:40:00,Chennai,Railway Station,Railway Station,Prime Sedan,10.36,276.27,4.54,4.49,Wallet,6.81,Completed,0,0,,
16123,2024-08-11,22:00:00,Delhi,Railway Station,Residential,Auto,7.08,160.44,3.79,4.17,Cash,3.32,Completed,0,0,,
16124,2024-08-11,22:20:00,Delhi,Hospital,Market,Auto,15.88,347.1,3.89,4.54,Wallet,5.02,Cancelled,0,1,Driver not moving,Customer changed plans
16125,2024-08-11,22:40:00,Bengaluru,Residential,Market,Bike,7.1,189.43,4.1,3.86,Card,1.66,Cancelled,1,0,Long wait time,Customer changed plans
16126,2024-08-11,23:00:00,Delhi,Mall,University,Mini,2.28,72.73,3.83,4.61,UPI,6.85,Completed,0,0,,
16127,2024-08-11,23:20:00,Pune,Railway Station,Market,SUV,14.59,145.78,4.9,3.81,UPI,1.41,Cancelled,0,1,Customer changed plans,Driver asked to cancel
16128,2024-08-11,23:40:00,Chennai,Tech Park,Market,Bike,13.5,289.9,4.2,3.57,UPI,4.63,Cancelled,1,1,Driver not moving,Driver asked to cancel
16129,2024-08-12,00:00:00,Bengaluru,University,Hospital,Mini,9.36,190.19,4.32,3.46,Card,3.64,Completed,0,0,,
16130,2024-08-12,00:20:00,Hyderabad,Railway Station,Railway Station,Bike,28.04,448.3,4.66,4.9,Card,6.81,Completed,0,0,,
16131,2024-08-12,00:40:00,Delhi,Market,Airport,Bike,7.35,189.58,4.1,4.53,Card,5.0,Cancelled,1,1,Driver not moving,High fare
16132,2024-08-12,01:00:00,Pune,Residential,Tech Park,Mini,7.77,205.64,3.8,4.52,Card,4.83,Completed,0,0,,
16133,2024-08-12,01:20:00,Hyderabad,Railway Station,Tech Park,Mini,13.26,320.86,4.05,4.1,Card,1.0,Completed,0,0,,
16134,2024-08-12,01:40:00,Bengaluru,Railway Station,Railway Station,SUV,8.64,188.27,4.15,4.61,UPI,5.49,Completed,0,0,,
16135,2024-08-12,02:00:00,Chennai,Hospital,Mall,Bike,7.7,206.12,4.43,3.9,UPI,5.03,Cancelled,0,0,Driver not moving,Long wait time
16136,2024-08-12,02:20:00,Mumbai,Tech Park,Railway Station,Bike,1.47,66.47,4.01,3.87,Cash,4.21,Cancelled,1,0,Long wait time,Driver not moving
16137,2024-08-12,02:40:00,Pune,University,Hospital,SUV,2.04,73.46,4.29,4.31,Card,5.74,Completed,0,0,,
16138,2024-08-12,03:00:00,Bengaluru,Railway Station,University,Prime Sedan,2.03,78.38,4.37,4.44,UPI,2.04,Completed,0,0,,
16139,2024-08-12,03:20:00,Chennai,University,University,Mini,5.37,133.96,4.25,3.89,Card,5.76,Completed,0,0,,
16140,2024-08-12,03:40:00,Hyderabad,Airport,Railway Station,Auto,16.39,364.64,4.9,4.72,UPI,5.75,Cancelled,0,1,Customer changed plans,Driver not moving
16141,2024-08-12,04:00:00,Hyderabad,Market,Residential,SUV,21.98,445.05,4.47,3.77,Cash,1.71,Cancelled,1,1,High fare,Long wait time
16142,2024-08-12,04:20:00,Mumbai,Airport,Market,Prime Sedan,17.86,286.89,4.4,4.26,Card,6.16,Cancelled,0,0,Long wait time,High fare
16143,2024-08-12,04:40:00,Chennai,Mall,Hospital,Mini,18.37,334.98,4.75,4.54,UPI,10.24,Completed,0,0,,
16144,2024-08-12,05:00:00,Pune,Tech Park,Railway Station,Auto,3.29,102.49,4.51,3.41,UPI,5.52,Completed,0,0,,
16145,2024-08-12,05:20:00,Delhi,Tech Park,University,Bike,7.08,172.22,3.51,4.16,UPI,1.65,Completed,0,0,,
16146,2024-08-12,05:40:00,Delhi,University,Mall,Bike,2.92,87.82,4.8,4.54,Cash,7.97,Completed,0,0,,
16147,2024-08-12,06:00:00,Chennai,Railway Station,University,Auto,9.09,218.96,3.98,4.38,UPI,1.61,Cancelled,1,0,Driver not moving,Customer changed plans
16148,2024-08-12,06:20:00,Delhi,Mall,University,Bike,5.41,138.58,4.36,4.41,Cash,2.45,Completed,0,0,,
16149,2024-08-12,06:40:00,Chennai,Market,Mall,Mini,1.53,64.0,3.99,3.82,Card,1.73,Completed,0,0,,
16150,2024-08-12,07:00:00,Pune,Hospital,Mall,Mini,9.94,208.44,4.45,4.05,Card,4.53,Cancelled,1,1,Long wait time,Driver not moving
16151,2024-08-12,07:20:00,Bengaluru,Railway Station,Airport,Bike,3.92,113.83,4.01,4.66,Card,15.09,Completed,0,0,,
16152,2024-08-12,07:40:00,Mumbai,Mall,Market,Bike,6.54,163.45,4.35,4.98,Wallet,3.59,Completed,0,0,,
16153,2024-08-12,08:00:00,Mumbai,Tech Park,Mall,Auto,4.64,175.57,4.64,3.73,Cash,2.94,Cancelled,1,0,High fare,High fare
16154,2024-08-12,08:20:00,Mumbai,Residential,Railway Station,Auto,10.89,293.08,3.92,4.12,UPI,21.7,Cancelled,0,0,High fare,Driver asked to cancel
16155,2024-08-12,08:40:00,Chennai,University,Railway Station,Auto,7.92,256.46,4.01,3.49,Card,4.1,Cancelled,0,1,High fare,Driver not moving
16156,2024-08-12,09:00:00,Pune,University,Railway Station,Bike,7.01,222.51,3.83,4.29,Card,2.52,Cancelled,1,1,Driver not moving,Customer changed plans
16157,2024-08-12,09:20:00,Delhi,University,Hospital,Prime Sedan,17.45,333.1,4.89,4.37,Wallet,1.7,Cancelled,0,1,Long wait time,Customer changed plans
16158,2024-08-12,09:40:00,Delhi,Tech Park,Residential,Prime Sedan,4.9,142.05,4.26,4.22,UPI,4.61,Cancelled,0,0,High fare,Driver asked to cancel
16159,2024-08-12,10:00:00,Delhi,Hospital,Hospital,Bike,9.52,254.22,4.25,4.58,Cash,4.15,Cancelled,0,1,High fare,Driver not moving
16160,2024-08-12,10:20:00,Delhi,University,Hospital,Auto,5.04,174.07,4.01,3.35,Wallet,12.43,Completed,0,0,,
16161,2024-08-12,10:40:00,Chennai,Residential,Mall,Auto,31.78,448.1,4.11,4.19,Wallet,4.3,Cancelled,0,0,Driver asked to cancel,Driver asked to cancel
16162,2024-08-12,11:00:00,Pune,Airport,Hospital,Prime Sedan,14.96,339.55,3.64,4.54,Wallet,1.0,Cancelled,1,0,Long wait time,Long wait time
16163,2024-08-12,11:20:00,Bengaluru,Market,Tech Park,Bike,21.16,440.9,4.54,5.0,Wallet,2.89,Completed,0,0,,
16164,2024-08-12,11:40:00,Mumbai,Residential,Market,Auto,7.76,168.64,4.01,4.32,UPI,1.64,Cancelled,1,0,Driver asked to cancel,Long wait time
16165,2024-08-12,12:00:00,Delhi,University,Market,Bike,15.38,318.3,4.34,4.47,UPI,3.3,Cancelled,1,0,Driver asked to cancel,Driver not moving
16166,2024-08-12,12:20:00,Delhi,Mall,Hospital,Mini,2.68,85.4,4.46,3.52,Wallet,3.86,Completed,0,0,,
16167,2024-08-12,12:40:00,Chennai,Hospital,Railway Station,Auto,2.28,88.41,5.0,3.71,Wallet,2.73,Completed,0,0,,
16168,2024-08-12,13:00:00,Delhi,Hospital,University,Prime Sedan,6.0,138.48,3.87,5.0,Cash,2.57,Completed,0,0,,
16169,2024-08-12,13:20:00,Mumbai,University,Hospital,Prime Sedan,8.91,198.65,4.37,4.38,Card,2.37,Cancelled,1,0,High fare,Customer changed plans
16170,2024-08-12,13:40:00,Hyderabad,Airport,University,Bike,16.48,293.45,4.19,4.26,UPI,5.14,Completed,0,0,,
16171,2024-08-12,14:00:00,Chennai,University,Mall,Mini,7.31,195.12,3.63,4.12,UPI,4.3,Completed,0,0,,
16172,2024-08-12,14:20:00,Chennai,Hospital,Market,Auto,5.94,146.13,5.0,4.38,UPI,3.95,Completed,0,0,,
16173,2024-08-12,14:40:00,Bengaluru,University,Market,Prime Sedan,12.41,234.26,3.98,3.61,UPI,15.03,Cancelled,1,0,Customer changed plans,Customer changed plans
16174,2024-08-12,15:00:00,Hyderabad,Mall,Railway Station,Auto,20.4,310.8,4.37,4.78,UPI,5.97,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel
16175,2024-08-12,15:20:00,Chennai,Market,Residential,Prime Sedan,12.99,273.17,4.33,4.33,Wallet,6.9,Cancelled,0,0,Customer changed plans,Long wait time
16176,2024-08-12,15:40:00,Hyderabad,Mall,University,SUV,10.0,163.66,4.45,3.49,Wallet,5.31,Cancelled,1,0,Customer changed plans,Driver asked to cancel
16177,2024-08-12,16:00:00,Pune,University,Airport,Mini,15.3,321.25,5.0,4.36,Cash,1.47,Cancelled,1,0,Long wait time,High fare
16178,2024-08-12,16:20:00,Bengaluru,Railway Station,Railway Station,Prime Sedan,14.51,226.55,4.43,3.88,UPI,1.0,Cancelled,1,1,Driver not moving,High fare
16179,2024-08-12,16:40:00,Chennai,University,Hospital,Bike,13.03,254.54,4.26,4.88,Wallet,2.77,Cancelled,1,1,Long wait time,Driver asked to cancel
16180,2024-08-12,17:00:00,Chennai,Airport,Hospital,Mini,14.75,303.64,4.47,3.92,UPI,4.46,Cancelled,0,0,Customer changed plans,High fare
16181,2024-08-12,17:20:00,Bengaluru,Railway Station,Residential,Bike,9.11,136.96,4.36,4.18,UPI,5.37,Completed,0,0,,
16182,2024-08-12,17:40:00,Chennai,University,Market,Mini,23.16,523.13,4.7,4.25,Card,2.22,Cancelled,0,0,High fare,Driver not moving
16183,2024-08-12,18:00:00,Hyderabad,Airport,Market,Auto,2.33,123.42,4.72,4.58,Cash,9.88,Cancelled,0,1,Customer changed plans,High fare
16184,2024-08-12,18:20:00,Pune,Market,Residential,Auto,11.23,293.93,4.35,5.0,Wallet,1.89,Completed,0,0,,
16185,2024-08-12,18:40:00,Bengaluru,Tech Park,Airport,Prime Sedan,4.17,145.99,4.56,4.31,Cash,4.33,Cancelled,0,1,Customer changed plans,Long wait time
16186,2024-08-12,19:00:00,Delhi,Residential,Tech Park,Bike,8.47,251.03,4.84,4.55,Cash,6.19,Completed,0,0,,
16187,2024-08-12,19:20:00,Pune,Tech Park,Airport,Mini,2.5,119.91,4.34,3.9,Cash,5.71,Cancelled,0,0,High fare,Customer changed plans
16188,2024-08-12,19:40:00,Bengaluru,Railway Station,Airport,Bike,5.29,151.54,4.69,4.18,Card,20.72,Completed,0,0,,
16189,2024-08-12,20:00:00,Bengaluru,Mall,Airport,Auto,5.86,185.82,4.24,4.39,Wallet,7.28,Cancelled,0,1,High fare,Driver asked to cancel
16190,2024-08-12,20:20:00,Mumbai,Market,Residential,Mini,10.31,272.19,4.49,4.18,UPI,5.39,Cancelled,1,1,Driver not moving,Driver not moving
16191,2024-08-12,20:40:00,Pune,Railway Station,University,SUV,4.93,144.2,3.93,4.64,Wallet,10.75,Cancelled,1,1,High fare,High fare
16192,2024-08-12,21:00:00,Delhi,University,Mall,Auto,6.25,200.46,4.01,3.95,Cash,8.88,Cancelled,1,1,Driver asked to cancel,Customer changed plans
16193,2024-08-12,21:20:00,Mumbai,University,University,Bike,12.79,291.34,4.88,4.2,UPI,1.43,Completed,0,0,,
16194,2024-08-12,21:40:00,Bengaluru,Railway Station,University,Mini,16.73,458.09,4.41,3.83,Cash,4.18,Completed,0,0,,
16195,2024-08-12,22:00:00,Bengaluru,Tech Park,Hospital,Bike,5.66,124.57,4.31,4.63,Cash,8.33,Completed,0,0,,
16196,2024-08-12,22:20:00,Mumbai,Airport,Tech Park,Bike,18.49,391.35,4.8,4.4,Wallet,6.74,Completed,0,0,,
16197,2024-08-12,22:40:00,Bengaluru,Hospital,Mall,Prime Sedan,12.2,261.79,4.58,4.75,Card,3.82,Completed,0,0,,
16198,2024-08-12,23:00:00,Pune,Airport,Residential,Bike,18.33,363.08,4.31,4.04,Cash,11.82,Cancelled,1,0,Driver asked to cancel,Customer changed plans
16199,2024-08-12,23:20:00,Mumbai,Residential,Tech Park,Prime Sedan,8.07,188.41,4.2,5.0,UPI,17.26,Cancelled,1,0,Driver not moving,High fare
16200,2024-08-12,23:40:00,Hyderabad,Airport,Railway Station,Prime Sedan,6.16,157.46,4.56,4.39,Card,3.15,Completed,0,0,,
16201,2024-08-13,00:00:00,Bengaluru,Tech Park,Mall,Bike,7.18,221.52,4.56,4.55,UPI,21.28,Completed,0,0,,
16202,2024-08-13,00:20:00,Chennai,University,Airport,Mini,10.12,239.31,4.46,4.68,Card,9.11,Cancelled,0,1,Customer changed plans,High fare
16203,2024-08-13,00:40:00,Delhi,Tech Park,Mall,SUV,7.94,208.29,5.0,4.25,Card,5.87,Cancelled,0,1,Long wait time,Customer changed plans
16204,2024-08-13,01:00:00,Bengaluru,Mall,Airport,Bike,8.11,139.03,4.08,4.27,UPI,9.91,Cancelled,1,0,Driver not moving,Long wait time
16205,2024-08-13,01:20:00,Mumbai,Railway Station,Railway Station,Mini,12.12,278.87,4.49,4.21,Wallet,1.93,Cancelled,0,0,Driver not moving,Driver asked to cancel
16206,2024-08-13,01:40:00,Mumbai,Residential,Tech Park,Mini,4.98,116.85,4.26,4.62,Card,9.15,Cancelled,1,1,Driver not moving,Long wait time
16207,2024-08-13,02:00:00,Mumbai,Hospital,Mall,Mini,8.71,187.67,4.15,4.08,UPI,5.66,Completed,0,0,,
16208,2024-08-13,02:20:00,Pune,Airport,Residential,SUV,2.47,90.69,4.22,4.37,UPI,10.96,Cancelled,0,0,Customer changed plans,High fare
16209,2024-08-13,02:40:00,Delhi,Hospital,Mall,Prime Sedan,7.5,202.39,4.46,4.63,UPI,8.83,Completed,0,0,,
16210,2024-08-13,03:00:00,Hyderabad,Hospital,Railway Station,Prime Sedan,5.79,208.02,4.09,4.54,Card,13.84,Completed,0,0,,
16211,2024-08-13,03:20:00,Mumbai,University,University,SUV,5.95,130.19,4.08,3.17,Wallet,2.15,Completed,0,0,,
16212,2024-08-13,03:40:00,Delhi,Residential,Railway Station,Auto,2.99,91.87,3.59,4.28,UPI,8.25,Completed,0,0,,
16213,2024-08-13,04:00:00,Hyderabad,University,Market,SUV,4.76,151.1,4.72,3.89,Wallet,3.15,Cancelled,1,1,High fare,Driver asked to cancel
16214,2024-08-13,04:20:00,Hyderabad,Railway Station,University,Auto,10.31,221.2,4.46,4.15,UPI,7.96,Cancelled,0,0,Long wait time,Customer changed plans
16215,2024-08-13,04:40:00,Mumbai,Airport,Tech Park,Mini,3.57,94.2,4.63,4.69,Wallet,6.47,Completed,0,0,,
16216,2024-08-13,05:00:00,Chennai,Market,University,Auto,1.36,62.58,3.99,5.0,Cash,3.78,Completed,0,0,,
16217,2024-08-13,05:20:00,Hyderabad,Tech Park,Railway Station,SUV,11.36,258.89,4.45,3.85,UPI,3.37,Cancelled,1,0,Long wait time,Driver not moving
16218,2024-08-13,05:40:00,Delhi,Residential,Hospital,Bike,26.87,538.53,4.43,3.94,Cash,1.45,Completed,0,0,,
16219,2024-08-13,06:00:00,Pune,Railway Station,Residential,Bike,4.54,126.63,4.42,4.32,UPI,10.06,Cancelled,1,1,Customer changed plans,Long wait time
16220,2024-08-13,06:20:00,Pune,University,Railway Station,Mini,22.86,267.98,4.19,4.35,Cash,7.1,Completed,0,0,,
16221,2024-08-13,06:40:00,Mumbai,Tech Park,Mall,Mini,1.19,60.97,4.04,3.82,Card,4.7,Completed,0,0,,
16222,2024-08-13,07:00:00,Chennai,Railway Station,University,Mini,10.9,285.12,4.49,4.58,Cash,6.66,Cancelled,1,0,High fare,Driver not moving
16223,2024-08-13,07:20:00,Bengaluru,Railway Station,Market,Bike,4.16,124.07,4.27,3.86,UPI,15.98,Completed,0,0,,
16224,2024-08-13,07:40:00,Chennai,Tech Park,Hospital,Auto,26.43,488.36,4.27,3.56,Card,4.49,Completed,0,0,,
16225,2024-08-13,08:00:00,Hyderabad,Market,Hospital,Auto,6.67,202.49,4.01,3.76,Wallet,4.04,Completed,0,0,,
16226,2024-08-13,08:20:00,Mumbai,University,University,Auto,4.8,165.1,4.26,4.61,UPI,3.51,Completed,0,0,,
16227,2024-08-13,08:40:00,Bengaluru,Tech Park,Mall,Auto,0.8,108.1,4.78,4.16,UPI,8.2,Cancelled,1,0,Long wait time,Driver not moving
16228,2024-08-13,09:00:00,Pune,Market,Hospital,Mini,13.4,240.28,4.64,3.28,UPI,2.76,Completed,0,0,,
16229,2024-08-13,09:20:00,Pune,Railway Station,Market,Prime Sedan,12.83,327.59,4.4,4.46,UPI,4.77,Cancelled,1,0,Driver not moving,Long wait time
16230,2024-08-13,09:40:00,Mumbai,Market,Railway Station,SUV,17.89,375.19,4.49,4.3,UPI,3.15,Cancelled,0,0,Driver not moving,Driver asked to cancel
16231,2024-08-13,10:00:00,Mumbai,Airport,Residential,Mini,9.08,242.16,3.82,4.77,Wallet,7.3,Cancelled,1,0,Driver asked to cancel,Driver not moving
16232,2024-08-13,10:20:00,Delhi,Mall,University,Mini,6.14,175.49,5.0,4.31,UPI,5.72,Completed,0,0,,
16233,2024-08-13,10:40:00,Delhi,Residential,Mall,Bike,15.88,355.57,5.0,4.36,UPI,8.48,Cancelled,1,1,Driver not moving,Customer changed plans
16234,2024-08-13,11:00:00,Hyderabad,University,Residential,Auto,5.31,145.02,3.98,4.11,UPI,1.26,Completed,0,0,,
16235,2024-08-13,11:20:00,Chennai,Hospital,Tech Park,SUV,2.28,83.2,4.24,4.02,UPI,3.33,Completed,0,0,,
16236,2024-08-13,11:40:00,Bengaluru,Mall,Market,Mini,10.66,227.84,4.47,3.81,Wallet,5.25,Cancelled,1,0,Driver asked to cancel,High fare
16237,2024-08-13,12:00:00,Mumbai,Market,Hospital,Bike,14.69,331.98,4.51,3.73,Cash,8.26,Cancelled,1,0,Driver asked to cancel,Driver not moving
16238,2024-08-13,12:20:00,Pune,Residential,Residential,Bike,1.83,77.54,4.15,4.42,Cash,5.03,Completed,0,0,,
16239,2024-08-13,12:40:00,Delhi,Hospital,Mall,Mini,8.6,189.42,4.41,3.8,Wallet,5.15,Completed,0,0,,
16240,2024-08-13,13:00:00,Pune,Residential,Market,Prime Sedan,13.44,280.02,4.52,4.14,Card,10.5,Cancelled,0,1,Long wait time,Driver asked to cancel
16241,2024-08-13,13:20:00,Pune,Tech Park,Tech Park,Prime Sedan,4.96,147.84,3.98,4.98,Cash,3.48,Cancelled,1,1,Long wait time,Customer changed plans
16242,2024-08-13,13:40:00,Hyderabad,Mall,Residential,Bike,22.66,375.51,4.24,4.61,UPI,7.03,Cancelled,1,1,Driver asked to cancel,Driver not moving
16243,2024-08-13,14:00:00,Hyderabad,Residential,Tech Park,Mini,4.54,132.04,4.67,4.41,Card,8.59,Completed,0,0,,
16244,2024-08-13,14:20:00,Pune,Airport,Airport,Auto,4.54,128.01,4.76,4.43,Wallet,2.62,Completed,0,0,,
16245,2024-08-13,14:40:00,Hyderabad,Airport,Market,Mini,5.36,146.79,4.58,3.97,Card,4.29,Completed,0,0,,
16246,2024-08-13,15:00:00,Pune,Tech Park,Residential,Bike,3.4,111.99,4.59,3.88,UPI,7.87,Completed,0,0,,
16247,2024-08-13,15:20:00,Pune,Hospital,Market,Prime Sedan,4.54,110.18,4.27,4.62,Wallet,4.34,Cancelled,1,1,Driver not moving,Customer changed plans
16248,2024-08-13,15:40:00,Pune,Tech Park,Tech Park,Mini,8.39,197.3,4.27,4.59,UPI,6.9,Cancelled,1,0,Driver not moving,High fare
